index;date;state;country;confirmed;confirmed_DR;confirmed_filtered;confirmed_filtered_DR
0;2020-01-22;Alberta;Canada;0.0;;0.0;
1;2020-01-22;Anguilla;United Kingdom;0.0;;0.0;
2;2020-01-22;Anhui;China;1.0;;-4.799999999999992;
3;2020-01-22;Aruba;Netherlands;0.0;;0.0;
4;2020-01-22;Australian Capital Territory;Australia;0.0;;0.0;
5;2020-01-22;Beijing;China;14.0;;10.8;
6;2020-01-22;Bermuda;United Kingdom;0.0;;0.0;
7;2020-01-22;Bonaire, Sint Eustatius and Saba;Netherlands;0.0;;0.0;
8;2020-01-22;British Columbia;Canada;0.0;;0.0;
9;2020-01-22;British Virgin Islands;United Kingdom;0.0;;0.0;
10;2020-01-22;Cayman Islands;United Kingdom;0.0;;0.0;
11;2020-01-22;Channel Islands;United Kingdom;0.0;;0.0;
12;2020-01-22;Chongqing;China;6.0;;-2.3999999999999866;
13;2020-01-22;Curacao;Netherlands;0.0;;0.0;
14;2020-01-22;Diamond Princess;Canada;0.0;;0.0;
15;2020-01-22;Falkland Islands (Malvinas);United Kingdom;0.0;;0.0;
16;2020-01-22;Faroe Islands;Denmark;0.0;;0.0;
17;2020-01-22;French Guiana;France;0.0;;0.0;
18;2020-01-22;French Polynesia;France;0.0;;0.0;
19;2020-01-22;Fujian;China;1.0;;-2.399999999999994;
20;2020-01-22;Gansu;China;0.0;;-0.199999999999999;
21;2020-01-22;Gibraltar;United Kingdom;0.0;;0.0;
22;2020-01-22;Grand Princess;Canada;0.0;;0.0;
23;2020-01-22;Greenland;Denmark;0.0;;0.0;
24;2020-01-22;Guadeloupe;France;0.0;;0.0;
25;2020-01-22;Guangdong;China;26.0;;16.80000000000001;
26;2020-01-22;Guangxi;China;2.0;;0.6000000000000014;
27;2020-01-22;Guizhou;China;1.0;;1.3999999999999995;
28;2020-01-22;Hainan;China;4.0;;1.6000000000000048;
29;2020-01-22;Hebei;China;1.0;;-1.199999999999997;
30;2020-01-22;Heilongjiang;China;0.0;;-1.3999999999999984;
31;2020-01-22;Henan;China;5.0;;-9.799999999999976;
32;2020-01-22;Hong Kong;China;0.0;;-0.4;
33;2020-01-22;Hubei;China;444.0;;342.1999999999998;
34;2020-01-22;Hunan;China;4.0;;-2.999999999999993;
35;2020-01-22;Inner Mongolia;China;0.0;;-1.199999999999998;
36;2020-01-22;Isle of Man;United Kingdom;0.0;;0.0;
37;2020-01-22;Jiangsu;China;1.0;;-2.199999999999995;
38;2020-01-22;Jiangxi;China;2.0;;0.400000000000002;
39;2020-01-22;Jilin;China;0.0;;0.2000000000000006;
40;2020-01-22;Liaoning;China;2.0;;-0.999999999999997;
41;2020-01-22;Macau;China;1.0;;0.8;
42;2020-01-22;Manitoba;Canada;0.0;;0.0;
43;2020-01-22;Martinique;France;0.0;;0.0;
44;2020-01-22;Mayotte;France;0.0;;0.0;
45;2020-01-22;Montserrat;United Kingdom;0.0;;0.0;
46;2020-01-22;New Brunswick;Canada;0.0;;0.0;
47;2020-01-22;New Caledonia;France;0.0;;0.0;
48;2020-01-22;New South Wales;Australia;0.0;;-0.599999999999999;
49;2020-01-22;Newfoundland and Labrador;Canada;0.0;;0.0;
50;2020-01-22;Ningxia;China;1.0;;0.6000000000000002;
51;2020-01-22;Northern Territory;Australia;0.0;;0.0;
52;2020-01-22;Northwest Territories;Canada;0.0;;0.0;
53;2020-01-22;Nova Scotia;Canada;0.0;;0.0;
54;2020-01-22;Ontario;Canada;0.0;;-0.19999999999999973;
55;2020-01-22;Prince Edward Island;Canada;0.0;;0.0;
56;2020-01-22;Qinghai;China;0.0;;-0.19999999999999965;
57;2020-01-22;Quebec;Canada;0.0;;0.0;
58;2020-01-22;Queensland;Australia;0.0;;0.0;
59;2020-01-22;Reunion;France;0.0;;0.0;
60;2020-01-22;Saint Barthelemy;France;0.0;;0.0;
61;2020-01-22;Saint Pierre and Miquelon;France;0.0;;0.0;
62;2020-01-22;Saskatchewan;Canada;0.0;;0.0;
63;2020-01-22;Shaanxi;China;0.0;;-2.199999999999998;
64;2020-01-22;Shandong;China;2.0;;-2.599999999999992;
65;2020-01-22;Shanghai;China;9.0;;7.799999999999996;
66;2020-01-22;Shanxi;China;1.0;;-0.5999999999999982;
67;2020-01-22;Sichuan;China;5.0;;0.4000000000000036;
68;2020-01-22;Sint Maarten;Netherlands;0.0;;0.0;
69;2020-01-22;South Australia;Australia;0.0;;0.0;
70;2020-01-22;St Martin;France;0.0;;0.0;
71;2020-01-22;Tasmania;Australia;0.0;;0.0;
72;2020-01-22;Tianjin;China;4.0;;2.8000000000000007;
73;2020-01-22;Tibet;China;0.0;;0.0;
74;2020-01-22;Turks and Caicos Islands;United Kingdom;0.0;;0.0;
75;2020-01-22;Victoria;Australia;0.0;;-0.19999999999999973;
76;2020-01-22;Western Australia;Australia;0.0;;0.0;
77;2020-01-22;Xinjiang;China;0.0;;0.4000000000000004;
78;2020-01-22;Yukon;Canada;0.0;;0.0;
79;2020-01-22;Yunnan;China;1.0;;-0.7999999999999985;
80;2020-01-22;Zhejiang;China;10.0;;4.600000000000007;
81;2020-01-22;no;Afghanistan;0.0;;0.0;
82;2020-01-22;no;Albania;0.0;;0.0;
83;2020-01-22;no;Algeria;0.0;;0.0;
84;2020-01-22;no;Andorra;0.0;;0.0;
85;2020-01-22;no;Angola;0.0;;0.0;
86;2020-01-22;no;Antigua and Barbuda;0.0;;0.0;
87;2020-01-22;no;Argentina;0.0;;0.0;
88;2020-01-22;no;Armenia;0.0;;0.0;
89;2020-01-22;no;Austria;0.0;;0.0;
90;2020-01-22;no;Azerbaijan;0.0;;0.0;
91;2020-01-22;no;Bahamas;0.0;;0.0;
92;2020-01-22;no;Bahrain;0.0;;0.0;
93;2020-01-22;no;Bangladesh;0.0;;0.0;
94;2020-01-22;no;Barbados;0.0;;0.0;
95;2020-01-22;no;Belarus;0.0;;0.0;
96;2020-01-22;no;Belgium;0.0;;0.0;
97;2020-01-22;no;Belize;0.0;;0.0;
98;2020-01-22;no;Benin;0.0;;0.0;
99;2020-01-22;no;Bhutan;0.0;;0.0;
100;2020-01-22;no;Bolivia;0.0;;0.0;
101;2020-01-22;no;Bosnia and Herzegovina;0.0;;0.0;
102;2020-01-22;no;Botswana;0.0;;0.0;
103;2020-01-22;no;Brazil;0.0;;0.0;
104;2020-01-22;no;Brunei;0.0;;0.0;
105;2020-01-22;no;Bulgaria;0.0;;0.0;
106;2020-01-22;no;Burkina Faso;0.0;;0.0;
107;2020-01-22;no;Burma;0.0;;0.0;
108;2020-01-22;no;Burundi;0.0;;0.0;
109;2020-01-22;no;Cabo Verde;0.0;;0.0;
110;2020-01-22;no;Cambodia;0.0;;0.0;
111;2020-01-22;no;Cameroon;0.0;;0.0;
112;2020-01-22;no;Central African Republic;0.0;;0.0;
113;2020-01-22;no;Chad;0.0;;0.0;
114;2020-01-22;no;Chile;0.0;;0.0;
115;2020-01-22;no;Colombia;0.0;;0.0;
116;2020-01-22;no;Comoros;0.0;;0.0;
117;2020-01-22;no;Congo (Brazzaville);0.0;;0.0;
118;2020-01-22;no;Congo (Kinshasa);0.0;;0.0;
119;2020-01-22;no;Costa Rica;0.0;;0.0;
120;2020-01-22;no;Cote d'Ivoire;0.0;;0.0;
121;2020-01-22;no;Croatia;0.0;;0.0;
122;2020-01-22;no;Cuba;0.0;;0.0;
123;2020-01-22;no;Cyprus;0.0;;0.0;
124;2020-01-22;no;Czechia;0.0;;0.0;
125;2020-01-22;no;Denmark;0.0;;0.0;
126;2020-01-22;no;Diamond Princess;0.0;;0.0;
127;2020-01-22;no;Djibouti;0.0;;0.0;
128;2020-01-22;no;Dominica;0.0;;0.0;
129;2020-01-22;no;Dominican Republic;0.0;;0.0;
130;2020-01-22;no;Ecuador;0.0;;0.0;
131;2020-01-22;no;Egypt;0.0;;0.0;
132;2020-01-22;no;El Salvador;0.0;;0.0;
133;2020-01-22;no;Equatorial Guinea;0.0;;0.0;
134;2020-01-22;no;Eritrea;0.0;;0.0;
135;2020-01-22;no;Estonia;0.0;;0.0;
136;2020-01-22;no;Eswatini;0.0;;0.0;
137;2020-01-22;no;Ethiopia;0.0;;0.0;
138;2020-01-22;no;Fiji;0.0;;0.0;
139;2020-01-22;no;Finland;0.0;;0.0;
140;2020-01-22;no;France;0.0;;-0.19999999999999962;
141;2020-01-22;no;Gabon;0.0;;0.0;
142;2020-01-22;no;Gambia;0.0;;0.0;
143;2020-01-22;no;Georgia;0.0;;0.0;
144;2020-01-22;no;Germany;0.0;;0.0;
145;2020-01-22;no;Ghana;0.0;;0.0;
146;2020-01-22;no;Greece;0.0;;0.0;
147;2020-01-22;no;Grenada;0.0;;0.0;
148;2020-01-22;no;Guatemala;0.0;;0.0;
149;2020-01-22;no;Guinea;0.0;;0.0;
150;2020-01-22;no;Guinea-Bissau;0.0;;0.0;
151;2020-01-22;no;Guyana;0.0;;0.0;
152;2020-01-22;no;Haiti;0.0;;0.0;
153;2020-01-22;no;Holy See;0.0;;0.0;
154;2020-01-22;no;Honduras;0.0;;0.0;
155;2020-01-22;no;Hungary;0.0;;0.0;
156;2020-01-22;no;Iceland;0.0;;0.0;
157;2020-01-22;no;India;0.0;;0.0;
158;2020-01-22;no;Indonesia;0.0;;0.0;
159;2020-01-22;no;Iran;0.0;;0.0;
160;2020-01-22;no;Iraq;0.0;;0.0;
161;2020-01-22;no;Ireland;0.0;;0.0;
162;2020-01-22;no;Israel;0.0;;0.0;
163;2020-01-22;no;Italy;0.0;;0.0;
164;2020-01-22;no;Jamaica;0.0;;0.0;
165;2020-01-22;no;Japan;2.0;;1.5999999999999996;
166;2020-01-22;no;Jordan;0.0;;0.0;
167;2020-01-22;no;Kazakhstan;0.0;;0.0;
168;2020-01-22;no;Kenya;0.0;;0.0;
169;2020-01-22;no;Korea, South;1.0;;0.7999999999999997;
170;2020-01-22;no;Kosovo;0.0;;0.0;
171;2020-01-22;no;Kuwait;0.0;;0.0;
172;2020-01-22;no;Kyrgyzstan;0.0;;0.0;
173;2020-01-22;no;Laos;0.0;;0.0;
174;2020-01-22;no;Latvia;0.0;;0.0;
175;2020-01-22;no;Lebanon;0.0;;0.0;
176;2020-01-22;no;Lesotho;0.0;;0.0;
177;2020-01-22;no;Liberia;0.0;;0.0;
178;2020-01-22;no;Libya;0.0;;0.0;
179;2020-01-22;no;Liechtenstein;0.0;;0.0;
180;2020-01-22;no;Lithuania;0.0;;0.0;
181;2020-01-22;no;Luxembourg;0.0;;0.0;
182;2020-01-22;no;MS Zaandam;0.0;;0.0;
183;2020-01-22;no;Madagascar;0.0;;0.0;
184;2020-01-22;no;Malawi;0.0;;0.0;
185;2020-01-22;no;Malaysia;0.0;;-0.7999999999999988;
186;2020-01-22;no;Maldives;0.0;;0.0;
187;2020-01-22;no;Mali;0.0;;0.0;
188;2020-01-22;no;Malta;0.0;;0.0;
189;2020-01-22;no;Mauritania;0.0;;0.0;
190;2020-01-22;no;Mauritius;0.0;;0.0;
191;2020-01-22;no;Mexico;0.0;;0.0;
192;2020-01-22;no;Moldova;0.0;;0.0;
193;2020-01-22;no;Monaco;0.0;;0.0;
194;2020-01-22;no;Mongolia;0.0;;0.0;
195;2020-01-22;no;Montenegro;0.0;;0.0;
196;2020-01-22;no;Morocco;0.0;;0.0;
197;2020-01-22;no;Mozambique;0.0;;0.0;
198;2020-01-22;no;Namibia;0.0;;0.0;
199;2020-01-22;no;Nepal;0.0;;-0.19999999999999965;
200;2020-01-22;no;Netherlands;0.0;;0.0;
201;2020-01-22;no;New Zealand;0.0;;0.0;
202;2020-01-22;no;Nicaragua;0.0;;0.0;
203;2020-01-22;no;Niger;0.0;;0.0;
204;2020-01-22;no;Nigeria;0.0;;0.0;
205;2020-01-22;no;North Macedonia;0.0;;0.0;
206;2020-01-22;no;Norway;0.0;;0.0;
207;2020-01-22;no;Oman;0.0;;0.0;
208;2020-01-22;no;Pakistan;0.0;;0.0;
209;2020-01-22;no;Panama;0.0;;0.0;
210;2020-01-22;no;Papua New Guinea;0.0;;0.0;
211;2020-01-22;no;Paraguay;0.0;;0.0;
212;2020-01-22;no;Peru;0.0;;0.0;
213;2020-01-22;no;Philippines;0.0;;0.0;
214;2020-01-22;no;Poland;0.0;;0.0;
215;2020-01-22;no;Portugal;0.0;;0.0;
216;2020-01-22;no;Qatar;0.0;;0.0;
217;2020-01-22;no;Romania;0.0;;0.0;
218;2020-01-22;no;Russia;0.0;;0.0;
219;2020-01-22;no;Rwanda;0.0;;0.0;
220;2020-01-22;no;Saint Kitts and Nevis;0.0;;0.0;
221;2020-01-22;no;Saint Lucia;0.0;;0.0;
222;2020-01-22;no;Saint Vincent and the Grenadines;0.0;;0.0;
223;2020-01-22;no;San Marino;0.0;;0.0;
224;2020-01-22;no;Sao Tome and Principe;0.0;;0.0;
225;2020-01-22;no;Saudi Arabia;0.0;;0.0;
226;2020-01-22;no;Senegal;0.0;;0.0;
227;2020-01-22;no;Serbia;0.0;;0.0;
228;2020-01-22;no;Seychelles;0.0;;0.0;
229;2020-01-22;no;Sierra Leone;0.0;;0.0;
230;2020-01-22;no;Singapore;0.0;;0.20000000000000082;
231;2020-01-22;no;Slovakia;0.0;;0.0;
232;2020-01-22;no;Slovenia;0.0;;0.0;
233;2020-01-22;no;Somalia;0.0;;0.0;
234;2020-01-22;no;South Africa;0.0;;0.0;
235;2020-01-22;no;South Sudan;0.0;;0.0;
236;2020-01-22;no;Spain;0.0;;0.0;
237;2020-01-22;no;Sri Lanka;0.0;;0.0;
238;2020-01-22;no;Sudan;0.0;;0.0;
239;2020-01-22;no;Suriname;0.0;;0.0;
240;2020-01-22;no;Sweden;0.0;;0.0;
241;2020-01-22;no;Switzerland;0.0;;0.0;
242;2020-01-22;no;Syria;0.0;;0.0;
243;2020-01-22;no;Taiwan*;1.0;;0.8000000000000003;
244;2020-01-22;no;Tajikistan;0.0;;0.0;
245;2020-01-22;no;Tanzania;0.0;;0.0;
246;2020-01-22;no;Thailand;2.0;;1.7999999999999994;
247;2020-01-22;no;Timor-Leste;0.0;;0.0;
248;2020-01-22;no;Togo;0.0;;0.0;
249;2020-01-22;no;Trinidad and Tobago;0.0;;0.0;
250;2020-01-22;no;Tunisia;0.0;;0.0;
251;2020-01-22;no;Turkey;0.0;;0.0;
252;2020-01-22;no;US;1.0;;0.4;
253;2020-01-22;no;Uganda;0.0;;0.0;
254;2020-01-22;no;Ukraine;0.0;;0.0;
255;2020-01-22;no;United Arab Emirates;0.0;;0.0;
256;2020-01-22;no;United Kingdom;0.0;;0.0;
257;2020-01-22;no;Uruguay;0.0;;0.0;
258;2020-01-22;no;Uzbekistan;0.0;;0.0;
259;2020-01-22;no;Venezuela;0.0;;0.0;
260;2020-01-22;no;Vietnam;0.0;;0.7999999999999995;
261;2020-01-22;no;West Bank and Gaza;0.0;;0.0;
262;2020-01-22;no;Western Sahara;0.0;;0.0;
263;2020-01-22;no;Yemen;0.0;;0.0;
264;2020-01-22;no;Zambia;0.0;;0.0;
265;2020-01-22;no;Zimbabwe;0.0;;0.0;
266;2020-01-23;Alberta;Canada;0.0;;0.0;
267;2020-01-23;Anguilla;United Kingdom;0.0;;0.0;
268;2020-01-23;Anhui;China;9.0;;10.000000000000005;
269;2020-01-23;Aruba;Netherlands;0.0;;0.0;
270;2020-01-23;Australian Capital Territory;Australia;0.0;;0.0;
271;2020-01-23;Beijing;China;22.0;;23.5;
272;2020-01-23;Bermuda;United Kingdom;0.0;;0.0;
273;2020-01-23;Bonaire, Sint Eustatius and Saba;Netherlands;0.0;;0.0;
274;2020-01-23;British Columbia;Canada;0.0;;0.0;
275;2020-01-23;British Virgin Islands;United Kingdom;0.0;;0.0;
276;2020-01-23;Cayman Islands;United Kingdom;0.0;;0.0;
277;2020-01-23;Channel Islands;United Kingdom;0.0;;0.0;
278;2020-01-23;Chongqing;China;9.0;;16.20000000000001;
279;2020-01-23;Curacao;Netherlands;0.0;;0.0;
280;2020-01-23;Diamond Princess;Canada;0.0;;0.0;
281;2020-01-23;Falkland Islands (Malvinas);United Kingdom;0.0;;0.0;
282;2020-01-23;Faroe Islands;Denmark;0.0;;0.0;
283;2020-01-23;French Guiana;France;0.0;;0.0;
284;2020-01-23;French Polynesia;France;0.0;;0.0;
285;2020-01-23;Fujian;China;5.0;;5.700000000000004;
286;2020-01-23;Gansu;China;2.0;;1.4000000000000006;
287;2020-01-23;Gibraltar;United Kingdom;0.0;;0.0;
288;2020-01-23;Grand Princess;Canada;0.0;;0.0;
289;2020-01-23;Greenland;Denmark;0.0;;0.0;
290;2020-01-23;Guadeloupe;France;0.0;;0.0;
291;2020-01-23;Guangdong;China;32.0;;38.400000000000006;
292;2020-01-23;Guangxi;China;5.0;;9.2;
293;2020-01-23;Guizhou;China;3.0;;2.2999999999999994;
294;2020-01-23;Hainan;China;5.0;;6.600000000000004;
295;2020-01-23;Hebei;China;1.0;;1.9000000000000026;
296;2020-01-23;Heilongjiang;China;2.0;;2.3000000000000007;
297;2020-01-23;Henan;China;5.0;;8.500000000000021;
298;2020-01-23;Hong Kong;China;2.0;;1.4999999999999996;
299;2020-01-23;Hubei;China;444.0;;496.6999999999998;
300;2020-01-23;Hunan;China;9.0;;13.400000000000002;
301;2020-01-23;Inner Mongolia;China;0.0;;0.9000000000000012;
302;2020-01-23;Isle of Man;United Kingdom;0.0;;0.0;
303;2020-01-23;Jiangsu;China;5.0;;5.500000000000004;
304;2020-01-23;Jiangxi;China;7.0;;8.299999999999999;
305;2020-01-23;Jilin;China;1.0;;1.3000000000000007;
306;2020-01-23;Liaoning;China;3.0;;4.200000000000002;
307;2020-01-23;Macau;China;2.0;;1.6;
308;2020-01-23;Manitoba;Canada;0.0;;0.0;
309;2020-01-23;Martinique;France;0.0;;0.0;
310;2020-01-23;Mayotte;France;0.0;;0.0;
311;2020-01-23;Montserrat;United Kingdom;0.0;;0.0;
312;2020-01-23;New Brunswick;Canada;0.0;;0.0;
313;2020-01-23;New Caledonia;France;0.0;;0.0;
314;2020-01-23;New South Wales;Australia;0.0;;7.771561172376096e-16;
315;2020-01-23;Newfoundland and Labrador;Canada;0.0;;0.0;
316;2020-01-23;Ningxia;China;1.0;;1.4;
317;2020-01-23;Northern Territory;Australia;0.0;;0.0;
318;2020-01-23;Northwest Territories;Canada;0.0;;0.0;
319;2020-01-23;Nova Scotia;Canada;0.0;;0.0;
320;2020-01-23;Ontario;Canada;0.0;;2.220446049250313e-16;
321;2020-01-23;Prince Edward Island;Canada;0.0;;0.0;
322;2020-01-23;Qinghai;China;0.0;;0.10000000000000028;
323;2020-01-23;Quebec;Canada;0.0;;0.0;
324;2020-01-23;Queensland;Australia;0.0;;0.0;
325;2020-01-23;Reunion;France;0.0;;0.0;
326;2020-01-23;Saint Barthelemy;France;0.0;;0.0;
327;2020-01-23;Saint Pierre and Miquelon;France;0.0;;0.0;
328;2020-01-23;Saskatchewan;Canada;0.0;;0.0;
329;2020-01-23;Shaanxi;China;3.0;;3.400000000000001;
330;2020-01-23;Shandong;China;6.0;;8.300000000000004;
331;2020-01-23;Shanghai;China;16.0;;15.699999999999996;
332;2020-01-23;Shanxi;China;1.0;;1.5000000000000013;
333;2020-01-23;Sichuan;China;8.0;;10.200000000000003;
334;2020-01-23;Sint Maarten;Netherlands;0.0;;0.0;
335;2020-01-23;South Australia;Australia;0.0;;0.0;
336;2020-01-23;St Martin;France;0.0;;0.0;
337;2020-01-23;Tasmania;Australia;0.0;;0.0;
338;2020-01-23;Tianjin;China;4.0;;5.4;
339;2020-01-23;Tibet;China;0.0;;0.0;
340;2020-01-23;Turks and Caicos Islands;United Kingdom;0.0;;0.0;
341;2020-01-23;Victoria;Australia;0.0;;2.220446049250313e-16;
342;2020-01-23;Western Australia;Australia;0.0;;0.0;
343;2020-01-23;Xinjiang;China;2.0;;1.3000000000000003;
344;2020-01-23;Yukon;Canada;0.0;;0.0;
345;2020-01-23;Yunnan;China;2.0;;3.1;
346;2020-01-23;Zhejiang;China;27.0;;26.900000000000006;
347;2020-01-23;no;Afghanistan;0.0;;0.0;
348;2020-01-23;no;Albania;0.0;;0.0;
349;2020-01-23;no;Algeria;0.0;;0.0;
350;2020-01-23;no;Andorra;0.0;;0.0;
351;2020-01-23;no;Angola;0.0;;0.0;
352;2020-01-23;no;Antigua and Barbuda;0.0;;0.0;
353;2020-01-23;no;Argentina;0.0;;0.0;
354;2020-01-23;no;Armenia;0.0;;0.0;
355;2020-01-23;no;Austria;0.0;;0.0;
356;2020-01-23;no;Azerbaijan;0.0;;0.0;
357;2020-01-23;no;Bahamas;0.0;;0.0;
358;2020-01-23;no;Bahrain;0.0;;0.0;
359;2020-01-23;no;Bangladesh;0.0;;0.0;
360;2020-01-23;no;Barbados;0.0;;0.0;
361;2020-01-23;no;Belarus;0.0;;0.0;
362;2020-01-23;no;Belgium;0.0;;0.0;
363;2020-01-23;no;Belize;0.0;;0.0;
364;2020-01-23;no;Benin;0.0;;0.0;
365;2020-01-23;no;Bhutan;0.0;;0.0;
366;2020-01-23;no;Bolivia;0.0;;0.0;
367;2020-01-23;no;Bosnia and Herzegovina;0.0;;0.0;
368;2020-01-23;no;Botswana;0.0;;0.0;
369;2020-01-23;no;Brazil;0.0;;0.0;
370;2020-01-23;no;Brunei;0.0;;0.0;
371;2020-01-23;no;Bulgaria;0.0;;0.0;
372;2020-01-23;no;Burkina Faso;0.0;;0.0;
373;2020-01-23;no;Burma;0.0;;0.0;
374;2020-01-23;no;Burundi;0.0;;0.0;
375;2020-01-23;no;Cabo Verde;0.0;;0.0;
376;2020-01-23;no;Cambodia;0.0;;0.0;
377;2020-01-23;no;Cameroon;0.0;;0.0;
378;2020-01-23;no;Central African Republic;0.0;;0.0;
379;2020-01-23;no;Chad;0.0;;0.0;
380;2020-01-23;no;Chile;0.0;;0.0;
381;2020-01-23;no;Colombia;0.0;;0.0;
382;2020-01-23;no;Comoros;0.0;;0.0;
383;2020-01-23;no;Congo (Brazzaville);0.0;;0.0;
384;2020-01-23;no;Congo (Kinshasa);0.0;;0.0;
385;2020-01-23;no;Costa Rica;0.0;;0.0;
386;2020-01-23;no;Cote d'Ivoire;0.0;;0.0;
387;2020-01-23;no;Croatia;0.0;;0.0;
388;2020-01-23;no;Cuba;0.0;;0.0;
389;2020-01-23;no;Cyprus;0.0;;0.0;
390;2020-01-23;no;Czechia;0.0;;0.0;
391;2020-01-23;no;Denmark;0.0;;0.0;
392;2020-01-23;no;Diamond Princess;0.0;;0.0;
393;2020-01-23;no;Djibouti;0.0;;0.0;
394;2020-01-23;no;Dominica;0.0;;0.0;
395;2020-01-23;no;Dominican Republic;0.0;;0.0;
396;2020-01-23;no;Ecuador;0.0;;0.0;
397;2020-01-23;no;Egypt;0.0;;0.0;
398;2020-01-23;no;El Salvador;0.0;;0.0;
399;2020-01-23;no;Equatorial Guinea;0.0;;0.0;
400;2020-01-23;no;Eritrea;0.0;;0.0;
401;2020-01-23;no;Estonia;0.0;;0.0;
402;2020-01-23;no;Eswatini;0.0;;0.0;
403;2020-01-23;no;Ethiopia;0.0;;0.0;
404;2020-01-23;no;Fiji;0.0;;0.0;
405;2020-01-23;no;Finland;0.0;;0.0;
406;2020-01-23;no;France;0.0;;0.7000000000000001;
407;2020-01-23;no;Gabon;0.0;;0.0;
408;2020-01-23;no;Gambia;0.0;;0.0;
409;2020-01-23;no;Georgia;0.0;;0.0;
410;2020-01-23;no;Germany;0.0;;0.0;
411;2020-01-23;no;Ghana;0.0;;0.0;
412;2020-01-23;no;Greece;0.0;;0.0;
413;2020-01-23;no;Grenada;0.0;;0.0;
414;2020-01-23;no;Guatemala;0.0;;0.0;
415;2020-01-23;no;Guinea;0.0;;0.0;
416;2020-01-23;no;Guinea-Bissau;0.0;;0.0;
417;2020-01-23;no;Guyana;0.0;;0.0;
418;2020-01-23;no;Haiti;0.0;;0.0;
419;2020-01-23;no;Holy See;0.0;;0.0;
420;2020-01-23;no;Honduras;0.0;;0.0;
421;2020-01-23;no;Hungary;0.0;;0.0;
422;2020-01-23;no;Iceland;0.0;;0.0;
423;2020-01-23;no;India;0.0;;0.0;
424;2020-01-23;no;Indonesia;0.0;;0.0;
425;2020-01-23;no;Iran;0.0;;0.0;
426;2020-01-23;no;Iraq;0.0;;0.0;
427;2020-01-23;no;Ireland;0.0;;0.0;
428;2020-01-23;no;Israel;0.0;;0.0;
429;2020-01-23;no;Italy;0.0;;0.0;
430;2020-01-23;no;Jamaica;0.0;;0.0;
431;2020-01-23;no;Japan;2.0;;1.9999999999999996;
432;2020-01-23;no;Jordan;0.0;;0.0;
433;2020-01-23;no;Kazakhstan;0.0;;0.0;
434;2020-01-23;no;Kenya;0.0;;0.0;
435;2020-01-23;no;Korea, South;1.0;;1.2999999999999996;
436;2020-01-23;no;Kosovo;0.0;;0.0;
437;2020-01-23;no;Kuwait;0.0;;0.0;
438;2020-01-23;no;Kyrgyzstan;0.0;;0.0;
439;2020-01-23;no;Laos;0.0;;0.0;
440;2020-01-23;no;Latvia;0.0;;0.0;
441;2020-01-23;no;Lebanon;0.0;;0.0;
442;2020-01-23;no;Lesotho;0.0;;0.0;
443;2020-01-23;no;Liberia;0.0;;0.0;
444;2020-01-23;no;Libya;0.0;;0.0;
445;2020-01-23;no;Liechtenstein;0.0;;0.0;
446;2020-01-23;no;Lithuania;0.0;;0.0;
447;2020-01-23;no;Luxembourg;0.0;;0.0;
448;2020-01-23;no;MS Zaandam;0.0;;0.0;
449;2020-01-23;no;Madagascar;0.0;;0.0;
450;2020-01-23;no;Malawi;0.0;;0.0;
451;2020-01-23;no;Malaysia;0.0;;0.30000000000000104;
452;2020-01-23;no;Maldives;0.0;;0.0;
453;2020-01-23;no;Mali;0.0;;0.0;
454;2020-01-23;no;Malta;0.0;;0.0;
455;2020-01-23;no;Mauritania;0.0;;0.0;
456;2020-01-23;no;Mauritius;0.0;;0.0;
457;2020-01-23;no;Mexico;0.0;;0.0;
458;2020-01-23;no;Moldova;0.0;;0.0;
459;2020-01-23;no;Monaco;0.0;;0.0;
460;2020-01-23;no;Mongolia;0.0;;0.0;
461;2020-01-23;no;Montenegro;0.0;;0.0;
462;2020-01-23;no;Morocco;0.0;;0.0;
463;2020-01-23;no;Mozambique;0.0;;0.0;
464;2020-01-23;no;Namibia;0.0;;0.0;
465;2020-01-23;no;Nepal;0.0;;0.10000000000000028;
466;2020-01-23;no;Netherlands;0.0;;0.0;
467;2020-01-23;no;New Zealand;0.0;;0.0;
468;2020-01-23;no;Nicaragua;0.0;;0.0;
469;2020-01-23;no;Niger;0.0;;0.0;
470;2020-01-23;no;Nigeria;0.0;;0.0;
471;2020-01-23;no;North Macedonia;0.0;;0.0;
472;2020-01-23;no;Norway;0.0;;0.0;
473;2020-01-23;no;Oman;0.0;;0.0;
474;2020-01-23;no;Pakistan;0.0;;0.0;
475;2020-01-23;no;Panama;0.0;;0.0;
476;2020-01-23;no;Papua New Guinea;0.0;;0.0;
477;2020-01-23;no;Paraguay;0.0;;0.0;
478;2020-01-23;no;Peru;0.0;;0.0;
479;2020-01-23;no;Philippines;0.0;;0.0;
480;2020-01-23;no;Poland;0.0;;0.0;
481;2020-01-23;no;Portugal;0.0;;0.0;
482;2020-01-23;no;Qatar;0.0;;0.0;
483;2020-01-23;no;Romania;0.0;;0.0;
484;2020-01-23;no;Russia;0.0;;0.0;
485;2020-01-23;no;Rwanda;0.0;;0.0;
486;2020-01-23;no;Saint Kitts and Nevis;0.0;;0.0;
487;2020-01-23;no;Saint Lucia;0.0;;0.0;
488;2020-01-23;no;Saint Vincent and the Grenadines;0.0;;0.0;
489;2020-01-23;no;San Marino;0.0;;0.0;
490;2020-01-23;no;Sao Tome and Principe;0.0;;0.0;
